c_id,subject,type,text,p.instruction_explicitness_of_instruction,p.instruction_obstacle_complex_np,p.instruction_obstacle_negation,p.instruction_obstacle_passive,p.item_1_answer_verbatim_explanatory_text,p.item_1_obstacle_complex_np,p.item_1_obstacle_negation,p.item_1_obstacle_passive,p.item_1_sentence_length,p.item_2_answer_verbatim_explanatory_text,p.item_2_obstacle_complex_np,p.item_2_obstacle_negation,p.item_2_obstacle_passive,p.item_2_sentence_length,p.item_3_answer_verbatim_explanatory_text,p.item_3_obstacle_complex_np,p.item_3_obstacle_negation,p.item_3_obstacle_passive,p.item_3_sentence_length,p.item_4_answer_verbatim_explanatory_text,p.item_4_obstacle_complex_np,p.item_4_obstacle_negation,p.item_4_obstacle_passive,p.item_4_sentence_length,p.item_5_answer_verbatim_explanatory_text,p.item_5_obstacle_complex_np,p.item_5_obstacle_negation,p.item_5_obstacle_passive,p.item_5_sentence_length,p.item_6_answer_verbatim_explanatory_text,p.item_6_obstacle_complex_np,p.item_6_obstacle_negation,p.item_6_obstacle_passive,p.item_6_sentence_length,p.item_7_answer_verbatim_explanatory_text,p.item_7_obstacle_complex_np,p.item_7_obstacle_negation,p.item_7_obstacle_passive,p.item_7_sentence_length,p.item_8_answer_verbatim_explanatory_text,p.item_8_obstacle_complex_np,p.item_8_obstacle_negation,p.item_8_obstacle_passive,p.item_8_sentence_length,p.mathematical_requirement_level,p.root_text_contains_irrelevant_information,p.root_text_obstacle_complex_np,p.root_text_obstacle_negation,p.root_text_obstacle_passive,p.root_text_reference_explanatory_text,p.taxanomy_level,p.variation,answers,p.instruction_number_of_sentences
131-2-3,17,multiple-choice,"Marie möchte auf dem Markt ein Handy mit guter Kamera kaufen. Sie geht zu verschiedenen Anbietern und vergleicht die unterschiedlichen Handys. Marie bemerkt, dass die Handys nicht nur unterschiedlich viel kosten, sondern auch unterschiedlich gute Kameras haben. Die Handys von Anbieter Poppe haben eine normale Kamera, die Handys von Anbieter Meier machen Fotos in hoher Qualität.  Wähle aus, welche Aussage in diesem Zusammenhang eine Grenze des Preisbildungsmodells darstellt. <option> In der Realität gibt es keine Unterschiede zwischen der Qualität von Produkten. <option> Es werden Marktteilnehmer wegen persönlicher Sympathie bevorzugt. <option> In der Realität existieren Qualitätsunterschiede bei Produkten. <option> Es sollen möglichst viele Handys zu einem günstigen Preis verkauft werden. <option> Auf einem Markt gibt es viele Nachfrager und Anbieter. <option> Es sollen möglichst viele Handys zu einem teuren Preis verkauft werden. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,schwer,In der Realität existieren Qualitätsunterschiede bei Produkten.,5
132-2-3,17,multiple-choice,"Marc braucht ein neues Paar Schuhe. In der Stadt gibt es zwei verschiedenen Läden, in denen er ein Paar kaufen kann. Im Schuhladen Müller arbeitet Marcs Freund Tom, weshalb er seine Schuhe eher dort kaufen möchte.  Wähle aus, welche Aussage in diesem Zusammenhang eine Grenze des Preisbildungsmodells darstellt. <option> In der Realität gibt es keine Unterschiede zwischen der Qualität von Produkten. <option> In der Realität werden einige Marktteilnehmer gegenüber anderen bevorzugt. <option> Es existiert nur ein Anbieter. <option> Es herrscht keine vollständige Markttransparenz. <option> Auf einem Markt gibt es unterschiedlich viele Anbieter und Nachfrager. <option> Die Anbieter und Nachfrager bevorzugen keinen anderen Marktteilnehmer. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,schwer,In der Realität werden einige Marktteilnehmer gegenüber anderen bevorzugt.,4
133-3-2,17,single-choice,"Torben möchte seiner Oma einen Brief schicken. Er will dafür eine Briefmarke bei einer Poststation kaufen, diese soll 1,70 Euro kosten. Torben findet das zu teuer und fragt nach, ob es nicht eine günstigere Briefmarke von einem anderen Anbieter gebe. Die Verkäuferin schaut Torben verdutzt an und verneint, da die Post der einzig verfügbare Anbieter ist.  Wähle die Aussage aus, die in diesem Zusammenhang eine Grenze des Preisbildungsmodells darstellt. <option> In der Realität können einige Anbieter den Preis bestimmen. <option> In der Realität werden einige Marktteilnehmer gegenüber anderen bevorzugt. <option> In der Realität ist die Qualität entscheidend für den Preis des Produktes. ",Explizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,leicht,In der Realität können einige Anbieter den Preis bestimmen.,5
134-3-2,17,single-choice,"Oma Trudi möchte sich einen neuen Laptop kaufen, um mit ihren Enkelkindern in Kontakt zu bleiben. Sie geht in einen lokalen Fachmarkt, lässt sich beraten und kauft einen Laptop. Stolz präsentiert sie ihren Enkelkindern ihren Kauf. Ihr Enkel Torben stellt bei einem schnellen Preisvergleich im Internet fest: Oma Trudi hätte den gleichen Laptop für 150€ weniger bestellen können.  Wähle die Antwort aus, welche in diesem Zusammenhang eine Grenze des Preisbildungsmodell darstellt. <option> In der Realität gibt es keine Unterschiede zwischen der Qualität von Produkten. <option> Es werden Marktteilnehmer bevorzugt. <option> In der Realität können Marktteilnehmer über unterschiedliche Informationen verfügen. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Nicht vorhanden,Stufe 2,leicht,In der Realität können Marktteilnehmer über unterschiedliche Informationen verfügen.,5
134-2-3,17,multiple-choice,"Oma Trudi möchte sich einen neuen Laptop kaufen, um mit ihren Enkelkindern in Kontakt zu bleiben. Sie geht in einen lokalen Fachmarkt, lässt sich beraten und kauft einen Laptop. Stolz präsentiert sie ihren Enkelkindern ihren Kauf. Ihr Enkel Torben stellt bei einem schnellen Preisvergleich im Internet fest: Oma Trudi hätte den gleichen Laptop für 150€ weniger bestellen können.  Wähle aus, welche Aussage in diesem Zusammenhang eine Grenze des Preisbildungsmodell darstellt. <option> In der Realität gibt es keine Unterschiede zwischen der Qualität von Produkten. <option> Es werden Marktteilnehmer bevorzugt. <option> In der Realität können Marktteilnehmer über unterschiedliche Informationen verfügen. <option> Auf diesem Markt gibt es nur einen Nachfrager. <option> Auf diesem Markt gibt es nur einen Anbieter. <option> Nachfrager können nicht immer zum günstigsten Preis kaufen. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Nicht vorhanden,Stufe 2,Stammaufgabe,In der Realität können Marktteilnehmer über unterschiedliche Informationen verfügen.; Nachfrager können nicht immer zum günstigsten Preis kaufen.,5
135-1-2,17,true-false,"Greta hat sich ihre Haare schon immer im Salon HaarFein schneiden lassen. Vor zwei Monaten hat ein neuer Friseur ganz in der Nähe eröffnet. Es ist ein schöner, gemütlicher Laden und ein Haarschnitt kostet sogar 5€ weniger. Trotzdem entscheidet sich Greta dafür, sich weiterhin im Salon HaarFein die Haare schneiden zu lassen, da sie die Besitzerin sehr sympathisch findet und gerne bereit ist mehr zu bezahlen.  Entscheide, welche Annahmen des Marktmodells hier nicht zutreffen. <true-false> Es gibt auf dem Markt viele Anbieter und viele Nachfrager. Kein Anbieter oder Nachfrager beherrscht den Markt. <true-false> Die Nachfrager wollen zu einem günstigen Preis kaufen, die Anbieter möglichst teuer verkaufen. <true-false> Es herrscht vollständige Markttransparenz. <true-false> Alle Produkte auf dem Markt haben die gleiche Qualität. Nur der Preis ist ausschlaggebend. ",Implizit,Enthalten,Enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,Stammaufgabe,"Die Nachfrager wollen zu einem günstigen Preis kaufen, die Anbieter möglichst teuer verkaufen.; Alle Produkte auf dem Markt haben die gleiche Qualität. Nur der Preis ist ausschlaggebend.",5
135-2-2,17,true-false,"Greta hat sich ihre Haare schon immer im Salon HaarFein schneiden lassen. Vor zwei Monaten hat ein neuer Friseur ganz in der Nähe eröffnet. Ein Haarschnitt kostet dort 5€ weniger. Trotzdem entscheidet sich Greta dafür, sich weiterhin im Salon HaarFein die Haare schneiden zu lassen, da sie die Besitzerin sehr sympathisch findet und gerne bereit ist mehr zu bezahlen.  Entscheide, welche Annahme des Marktmodells hier zutrifft. <true-false> Es gibt auf dem Markt viele Anbieter und viele Nachfrager. Kein Anbieter oder Nachfrager beherrscht den Markt. <true-false> Die Nachfrager wollen zu einem günstigen Preis kaufen, die Anbieter möglichst teuer verkaufen. <true-false> Alle Produkte auf dem Markt haben die gleiche Qualität. Nur der Preis ist ausschlaggebend. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,leicht,"Die Nachfrager wollen zu einem günstigen Preis kaufen, die Anbieter möglichst teuer verkaufen.; Alle Produkte auf dem Markt haben die gleiche Qualität. Nur der Preis ist ausschlaggebend.",5
135-3-2,17,true-false,"Greta hat sich ihre Haare schon immer im Salon HaarFein schneiden lassen. Vor zwei Monaten hat ein neuer Friseur ganz in der Nähe eröffnet. Es ist ein schöner, gemütlicher Laden und ein Haarschnitt kostet sogar 5€ weniger. Trotzdem entscheidet sich Greta dafür, sich weiterhin im Salon HaarFein die Haare schneiden zu lassen, da sie die Besitzerin sehr sympathisch findet und gerne bereit ist mehr zu bezahlen.  Entscheide, welche Annahmen des Marktmodells hier nicht zutreffen. <true-false> Es gibt auf dem Markt viele Anbieter und viele Nachfrager. Kein Anbieter oder Nachfrager beherrscht den Markt. <true-false> Die Nachfrager wollen zu einem günstigen Preis kaufen, die Anbieter möglichst teuer verkaufen. <true-false> Es herrscht vollständige Markttransparenz. <true-false> Alle Produkte auf dem Markt haben die gleiche Qualität. Nur der Preis ist ausschlaggebend. <true-false> Die Nachfrager und Anbieter bevorzugen keinen der Marktteilnehmer. ",Implizit,Enthalten,Enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 2,schwer,"Die Nachfrager wollen zu einem günstigen Preis kaufen, die Anbieter möglichst teuer verkaufen.; Alle Produkte auf dem Markt haben die gleiche Qualität. Nur der Preis ist ausschlaggebend.; Die Nachfrager und Anbieter bevorzugen keinen der Marktteilnehmer.",5
134-1-2,17,multiple-choice,"Oma Trudi möchte sich einen neuen Laptop kaufen, um mit ihren Enkelkindern in Kontakt zu bleiben. Sie geht in einen lokalen Fachmarkt, lässt sich beraten und kauft einen Laptop. Stolz präsentiert sie ihren Enkelkindern ihren Kauf. Ihr Enkel Torben stellt bei einem schnellen Preisvergleich im Internet fest: Oma Trudi hätte den gleichen Laptop für 150€ weniger bestellen können.  Wähle aus, welche Aussage in diesem Zusammenhang eine Grenze des Preisbildungsmodell darstellt. <option> In der Realität gibt es keine Unterschiede zwischen der Qualität von Produkten. <option> Es werden Marktteilnehmer bevorzugt. <option> In der Realität können Marktteilnehmer über unterschiedliche Informationen verfügen. <option> Auf diesem Markt gibt es nur einen Nachfrager. ",Explizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Nicht vorhanden,Stufe 2,Stammaufgabe,In der Realität können Marktteilnehmer über unterschiedliche Informationen verfügen.,5
131-2-2,17,multiple-choice,"Marie möchte auf dem Markt ein Handy mit guter Kamera kaufen. Sie geht zu verschiedenen Anbietern und vergleicht die unterschiedlichen Handys. Marie bemerkt, dass die Handys nicht nur unterschiedlich viel kosten, sondern auch unterschiedlich gute Kameras haben. Die Handys von Anbieter Poppe haben eine normale Kamera, die Handys von Anbieter Meier machen Fotos in hoher Qualität.  Wähle aus, welche Aussage in diesem Zusammenhang eine Grenze des Preisbildungsmodells darstellt. <option> In der Realität gibt es keine Unterschiede zwischen der Qualität von Produkten. <option> Es werden Marktteilnehmer wegen persönlicher Sympathie bevorzugt. <option> In der Realität existieren Qualitätsunterschiede bei Produkten. <option> Es sollen möglichst viele Handys zu einem günstigen Preis verkauft werden. <option> Auf einem Markt gibt es viele Nachfrager und Anbieter <option> Es sollen möglichst viele Handys zu einem teuren Preis verkauft werden ",Explizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,schwer,In der Realität existieren Qualitätsunterschiede bei Produkten.,5
124-2-2,17,multiple-choice,"Wähle die richtige Antwort aus! Das Preisbildungsmodell nimmt an, dass… <option> auf dem Markt wenige Anbieter und wenige Nachfrager existieren. <option> auf dem Markt viele Anbieter und viele Nachfrager existieren. <option> auf dem Markt viele Anbieter und wenige Nachfrager existieren. <option> auf dem Markt wenige Anbieter und viele Nachfrager existieren. <option> die Anbieter den Preis bestimmen. <option> die Nachfrager den Preis bestimmen. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,schwer,auf dem Markt viele Anbieter und viele Nachfrager existieren.,2
124-1-2,17,multiple-choice,"Wähle die richtige Antwort aus! Das Preisbildungsmodell nimmt an, dass… <option> auf dem Markt wenige Anbieter und wenige Nachfrager existieren. <option> auf dem Markt viele Anbieter und viele Nachfrager existieren. <option> auf dem Markt viele Anbieter und wenige Nachfrager existieren. <option> auf dem Markt wenige Anbieter und viele Nachfrager existieren. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht vorhanden,Stufe 1,Stammaufgabe,auf dem Markt viele Anbieter und viele Nachfrager existieren.,2
130-3-2,17,single-choice,"Annika und Ben unterhalten sich über die steigenden Benzinpreise. Annika: Die Benzinpreise steigen momentan extrem. Was soll ich denn machen? Mein Auto kann ich ja kaum zuhause stehen lassen. Ben: Der Bus hält auch nur drei Mal am Tag an der Dorfbushaltestelle. Eine Option ist der also nicht, um zur Arbeit zu fahren. Annika: Dann bleibt uns wohl nichts anderes übrig, als die Preise zu bezahlen. Ben: Stimmt. Aber das geht ja leider allen aus dem Dorf so.  Wähle die Antwort aus, die in diesem Gespräch eine Grenze des Preisbildungsmodell darstellt. <option> Trotz der steigenden Benzinpreise fahren die Menschen aus dem Dorf weiter mit dem Auto zur Arbeit. <option> Trotz der sinkenden Benzinpreise fahren nicht mehr Menschen aus dem Dorf mit dem Auto zur Arbeit. <option> Trotz der steigenden Benzinpreise steigt das Angebot an Benzin nicht. <option> Trotz der sinkenden Preise sinkt das Angebot an Benzin nicht. ",Explizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,leicht,Trotz der steigenden Benzinpreise fahren die Menschen aus dem Dorf weiter mit dem Auto zur Arbeit.,10
130-2-5,17,multiple-choice,"Annika und Ben unterhalten sich über die steigenden Benzinpreise. Annika: Die Benzinpreise steigen momentan extrem. Was soll ich denn machen? Mein Auto kann ich ja kaum zuhause stehen lassen. Ben: Der Bus hält auch nur drei Mal am Tag an der Dorfbushaltestelle. Eine Option ist der also nicht, um zur Arbeit zu fahren. Annika: Dann bleibt uns wohl nichts anderes übrig, als die Preise zu bezahlen. Ben: Stimmt. Aber das geht ja leider allen aus dem Dorf so. Der Tankstellenwart aus dem Dorf merkt, dass die Menschen aus dem Dorf trotz der steigenden Preise weiterhin bei seiner Tankstelle tanken. Durch die Knappheit und Lieferschwierigkeiten kann er aber nicht mehr Benzin anbieten. Wähle die Antwort aus, die in diesem Zusammenhang die Grenze des Preisbildungsmodell darstellt. <option> Trotz steigendem Preis sinkt die Nachfrage nicht. <option> Trotz steigenden Preises steigt die Nachfrage nicht. <option> Trotz sinkendem Preis steigt die Nachfrage nicht. <option> Trotz sinkenden Preises sinkt die Nachfrage nicht. <option> Trotz sinkenden Preises steigt das Angebot nicht. <option> Trotz steigendem Preis steigt das Angebot nicht. <option> Trotz sinkenden Preises steigt das Angebot nicht. <option> Trotz sinkendem Preis sinkt das Angebot nicht. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,schwer,Trotz steigendem Preis sinkt die Nachfrage nicht.; Trotz steigendem Preis steigt das Angebot nicht.,12
130-1-2,17,multiple-choice,"Annika und Ben unterhalten sich über die steigenden Benzinpreise. Annika: Die Benzinpreise steigen momentan extrem. Was soll ich denn machen? Mein Auto kann ich ja kaum zuhause stehen lassen. Ben: Der Bus hält auch nur drei Mal am Tag an der Dorfbushaltestelle. Eine Option ist der also nicht, um zur Arbeit zu fahren. Annika: Dann bleibt uns wohl nichts anderes übrig, als die Preise zu bezahlen. Ben: Stimmt. Aber das geht ja leider allen aus dem Dorf so. Wähle die Antwort aus, die in diesem Zusammenhang die Grenze des Preisbildungsmodell darstellt. <option> Trotz steigenden Preises sinkt die Nachfrage nicht. <option> Trotz sinkenden Preises steigt die Nachfrage nicht. <option> Trotz steigenden Preises steigt das Angebot nicht. <option> Trotz sinkendes Preises sinkt das Angebot nicht. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,Stammaufgabe,Trotz steigenden Preises sinkt die Nachfrage nicht.,10
128-3-4,17,true-false,"Entscheide, ob die Aussagen über das Preisbildungsmodell falsch oder richtig sind. <true-false> Das Preisbildungsmodell entspricht genau der Wirklichkeit. <true-false> Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet. <true-false> Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen. <true-false> Im Preisbildungsmodell unterscheiden sich Produkte hinsichtlich der Qualität. <true-false> Im Preisbildungsmodell wird der Preis von Angebot und Nachfrage bestimmt. <true-false> Das Preisbildungsmodell dient zur Erklärung der Preisbildung auf Märkten. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,schwer,"Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet.; Im Preisbildungsmodell wird der Preis von Angebot und Nachfrage bestimmt.; Das Preisbildungsmodell dient zur Erklärung der Preisbildung auf Märkten.",1
128-3-3,17,true-false,"Entscheide, ob die Aussagen über das Preisbildungsmodell richtig oder falsch sind. <true-false> Das Preisbildungsmodell entspricht genau der Wirklichkeit. <true-false> Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet. <true-false> Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen. <true-false> Im Preisbildungsmodell unterscheiden sich Produkte hinsichtlich der Qualität. <true-false> Im Preisbildungsmodell wird der Preis von Angebot und Nachfrage bestimmt. <true-false> Das Preisbildungsmodell dient zur Erklärung der Preisbildung auf Märkten. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,schwer,"Das Preisbildungsmodell entspricht genau der Wirklichkeit.; Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen.; Im Preisbildungsmodell unterscheiden sich Produkte hinsichtlich der Qualität.",1
128-2-4,17,true-false,"Entscheide, welche Aussage über das Preisbildungsmodell richtig ist. <true-false> Das Preisbildungsmodell entspricht genau der Wirklichkeit. <true-false> Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet. <true-false> Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,leicht,"Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet.",1
128-2-3,17,true-false,"Entscheide, welche Aussage über das Preisbildungsmodell richtig ist. <true-false> Das Preisbildungsmodell entspricht genau der Wirklichkeit. <true-false> Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet. <true-false> Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,leicht,"Das Preisbildungsmodell entspricht genau der Wirklichkeit.; Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen.",1
